id,question,theme
7213,Environmental and human rights groups have created action plans to do what?,Royal_Dutch_Shell
7214,When did Friends of the Earth begin protesting Shell?,Royal_Dutch_Shell
7215,How many allegations did the Dutch court approve?,Royal_Dutch_Shell
7216,When did Shell acknowledge responsibility for the environmental issues?,Royal_Dutch_Shell
7217,The name Shell is connected to what company?,Royal_Dutch_Shell
7218,"What was the purpose of the created of The ""Shell"" Transport and Trading Company?",Royal_Dutch_Shell
7219,By what year did the company have a fleet of oil tankers operating in the Caspian Sea region?,Royal_Dutch_Shell
7220,When was the refinery at Shell Haven built?,Royal_Dutch_Shell
7221,What river did Marcus collect shells from in 1907?,Royal_Dutch_Shell
7222,When was Marcus Samuel born?,Royal_Dutch_Shell
7223,How long did the younger Samuel collect specimens from the Caspian Sea?,Royal_Dutch_Shell
7224,What is Shell's primary business?,Royal_Dutch_Shell
7225,The development of what two types of exptertise established the core competencies on which the company was founded?,Royal_Dutch_Shell
7226,One of the most important business in which Shell is involved is what?,Royal_Dutch_Shell
7227,Each business now seeks to become what type of unit?,Royal_Dutch_Shell
7228,The business model that provided significant economies of scale and barriers to entry is called what?,Royal_Dutch_Shell
7229,What is the least important business for Shell?,Royal_Dutch_Shell
7230,What did self-supporting units provide for the company?,Royal_Dutch_Shell
7231,Which stage does not require technical and commercial expertise?,Royal_Dutch_Shell
7232,What company is moving away from having self-supported units?,Royal_Dutch_Shell
7233,Shell was traditionally considered what type of business worldwide?,Royal_Dutch_Shell
7234,Shell operated companies in how many countries?,Royal_Dutch_Shell
7235,What types of companies existed in a few major oil and gas production centers?,Royal_Dutch_Shell
7236,How many centralised businesses does Shell have?,Royal_Dutch_Shell
7237,Where did much of the direction come for the downstream come from?,Royal_Dutch_Shell
7238,What production centre was located in Nigeria?,Royal_Dutch_Shell
7239,How many countries were large exploration and production companies in?,Royal_Dutch_Shell
7240,Downstream operations currently includes what type of business?,Royal_Dutch_Shell
7241,How many petrol stationsare included in Shell's downstream operations global network?,Royal_Dutch_Shell
7242,In what way did the business paradigm of Shell's downstream operations begin to change?,Royal_Dutch_Shell
7243,How much of Shell's profits did Downstream account for in 1990?,Royal_Dutch_Shell
7244,How many total petrol stations does Shell have?,Royal_Dutch_Shell
7245,What did Shell announce in April 2010?,Royal_Dutch_Shell
7246,What happened in several countries in response to Shell's April 2010 announcement?,Royal_Dutch_Shell
7247,"In June 2013, Shell announced a review of its operations in which country?",Royal_Dutch_Shell
7248,When did protests break out in South Africa?,Royal_Dutch_Shell
7249,How many Egyptian fields did Shell sell in 2014?,Royal_Dutch_Shell
7250,When did the company announce a review of South Africa?,Royal_Dutch_Shell
7251,What company was the owner of the 7-Eleven brand in Scandinavia?,Royal_Dutch_Shell
7252,In what year did Royal Dutch Shell and Reitan Group announce an agreement?,Royal_Dutch_Shell
7253,"In October 2010, Shell sold what to St1?",Royal_Dutch_Shell
7254,How many service stations did Royal Dutch Shell and Reitan Group re-brand in Norway alone?,Royal_Dutch_Shell
7255,"How long will it take to rebrand the service stations in Norway, Sweden, Finland, and Denmark?",Royal_Dutch_Shell
7256,Shell Oil Company's United States business throughout its early history is described as what?,Royal_Dutch_Shell
7257,On which exchange was Shell Oil Company's U.S. stock historically traded?,Royal_Dutch_Shell
7258,Shell Oil Company historically had little direct involvement from what entity in the running of its American businesses?,Royal_Dutch_Shell
7259,What did Royal Dutch Shell's bid to purchase Shell Oil Company's shares lead to?,Royal_Dutch_Shell
7260,Shell's early history involved a lot of involvement from what?,Royal_Dutch_Shell
7261,What percentage of the Shell Oil Company did Royal Dutch Shell own in 1984?,Royal_Dutch_Shell
7262,How much did the court case cost?,Royal_Dutch_Shell
7263,When did Royal Dutch Shell try to sell its shares?,Royal_Dutch_Shell
7264,Who approved of the Royal Dutch shell buyout?,Royal_Dutch_Shell
7265,The remote offshore Prelude field was discovered where?,Royal_Dutch_Shell
7266,The Prelude field was estimated to contain how many cubic feet of natural gas reserves?,Royal_Dutch_Shell
7267,FLNG technology faciliates what?,Royal_Dutch_Shell
7268,When did Royal Dutch Shell make its first investment into FLNG?,Royal_Dutch_Shell
7269,What is located off Australia's southwestern coast?,Royal_Dutch_Shell
7270,Where were FLNG technologies pioneered?,Royal_Dutch_Shell
7271,Shell became a major shareholder in Woodside after a takeover attempt was blocked in what year?,Royal_Dutch_Shell
7272,Who blocked the takeover attempt?,Royal_Dutch_Shell
7273,What percentage of shareholders voted to approve the 2014 buy-back?,Royal_Dutch_Shell
7274,What percentage of shareholder votes was need to approve the 2014 buy-back?,Royal_Dutch_Shell
7275,How much Woodside stock in Shell sell in 2001?,Royal_Dutch_Shell
7276,What Shell treasurer try to takeover Woodside in 2001?,Royal_Dutch_Shell
7277,What percentage of shareholders was required to block the Woodside takeover?,Royal_Dutch_Shell
7278,When was the meeting to decide whether or not to sell 9.5% of its Woodside Petroleum stock?,Royal_Dutch_Shell
7279,What did Shell initate after its 2005 purchase?,Royal_Dutch_Shell
7280,Shell's plans to drill in the Artic led to protests from which particular environmental group?,Royal_Dutch_Shell
7281,What oil rig cost Shell $4.5bil?,Royal_Dutch_Shell
7282,When was Pete Slaiby taken off of the Arctic drilling program?,Royal_Dutch_Shell
7283,When was Pete Slaiby working in the North Sea?,Royal_Dutch_Shell
7284,What amount had Royal Dutch Shell invested in the project by the end of 2012?,Royal_Dutch_Shell
7285,In what year did drilling in the Arctic region begin?,Royal_Dutch_Shell
7286,When did the Arctic project end?,Royal_Dutch_Shell
7287,Who damaged essential oil-spill equipment?,Royal_Dutch_Shell
7288,What certification was the Kulluk missing?,Royal_Dutch_Shell
7289,Why was the Kulluk oil rig being towed to Washington?,Royal_Dutch_Shell
7290,What caused towing crews and rescue service to lose control while the Kulluk rig was in transport to Washington?,Royal_Dutch_Shell
7291,"Following the incident, which magazine contacted Larry McKinney?",Royal_Dutch_Shell
7292,Larry McKinney explained that a two-month delay in drilling could do what?,Royal_Dutch_Shell
7293,Where was the Kullug grounded in December?,Royal_Dutch_Shell
7294,Who was the executive director of the Fortune magazine?,Royal_Dutch_Shell
7295,What magazine did Larry McKinney contact?,Royal_Dutch_Shell
7296,How long did it take to tow the Kulluk to Washington state?,Royal_Dutch_Shell
7297,Following what event was it uncertain if Shell would recommence drilling?,Royal_Dutch_Shell
7298,Shell Corporation announced what in January 2014?,Royal_Dutch_Shell
7299,Which Shell Corporation executive explained the reason for the January 2014 announcement?,Royal_Dutch_Shell
7300,What reason did the executive give for Shell's January 2014 announcement?,Royal_Dutch_Shell
7301,What project was based in Alaska?,Royal_Dutch_Shell
7302,When did van Beurden become the chief executive?,Royal_Dutch_Shell
7303,When did shell announce it was resuming it Alaskan project?,Royal_Dutch_Shell
7304,Why was van Beurden under review?,Royal_Dutch_Shell
7305,For what particular reason did protesters criticize the company's environmental record in the 1990s?,Royal_Dutch_Shell
7306,"Following the reversal of its decision, Shell published what?",Royal_Dutch_Shell
7307,What commitment did executives condemn?,Royal_Dutch_Shell
7308,"In 1996, multiple groups filed lawsuits to hold Shell accountable for what?",Royal_Dutch_Shell
7309,Shell was accused of participating in the execution of which southern Nigerian tribal leader?,Royal_Dutch_Shell
7310,In what year did Shell agree to settle the lawsuits filed in 1996?,Royal_Dutch_Shell
7311,For what amount did Shell agree to settle the 1996 lawsuits?,Royal_Dutch_Shell
7312,"In contrast to its agreement to settle the 1996 lawsuits, Shell refused to do what?",Royal_Dutch_Shell
7313,When was Brian Anderson hanged?,Royal_Dutch_Shell
7314,Brian Anderson was the leader of what tribe?,Royal_Dutch_Shell
7315,How much did Shell pay to the Ogoni tribe?,Royal_Dutch_Shell
7316,When did Shell sue Nigeria?,Royal_Dutch_Shell
7317,A 2010 leaked communication revealed that Shell claimed to have inserted what into which entities?,Royal_Dutch_Shell
7318,About what did the Shell executive boast in relation to the leaked communication?,Royal_Dutch_Shell
